# 收盤價 MD
# T:2026-09-21 04:44

## [CLOSE]
```csv
代號,收盤價
2330,2460.0
2303,156.0
2454,4710.0
2408,525.0
2344,179.5
3105,500.0
2308,1735.0
7769,6540.0
1303,238.0
3443,7150.0
3661,3540.0
3008,6430.0
2449,291.5
6147,229.0
2383,4890.0
3711,638.0
6446,1180.0
6488,944.0
2327,550.0
4958,473.0
3189,832.0
3037,981.0
3665,2210.0
8299,2140.0
6770,74.0
6274,1370.0
3324,1480.0
3017,3430.0
1815,119.5
2368,1020.0
6213,505.0
2317,250.5
2455,556.0
8046,1100.0
2409,30.35
2345,1855.0
3081,2880.0
0050,109.85
6257,244.5
6669,2140.0
00918,34.15
3026,797.0
3264,268.5
3406,972.0
6182,116.0
3231,186.5
00631L,37.65
2382,343.0
2337,121.0
2301,282.0
2481,168.5
3481,48.25
2887,44.4
3450,538.0
3374,444.5
3605,154.0
4979,611.0
6226,45.7
2313,228.5
3167,834.0
6173,314.0
6239,284.0
2360,2290.0
2059,12495.0
3653,5525.0
5347,172.0
1560,896.0
2426,102.0
2891,69.5
8039,269.5
7610,1945.0
2882,110.5
6683,1670.0
2492,309.5
2464,197.0
5274,19290.0
6223,5800.0
2357,960.0
00981A,29.07
2881,150.5
2884,46.4
3006,291.0
3529,2845.0
2412,145.5
8150,94.0
5314,30.5
8021,460.0
00919,31.96
2615,120.5
5483,187.5
8064,136.0
4991,474.0
2404,1125.0
2489,44.15
2885,70.0
6805,2295.0
00685L,12.42
8996,1430.0
00403A,10.33
2883,39.3
3293,729.0
3532,447.5
2609,61.0
6442,1575.0
8028,257.0
6426,373.5
3260,396.5
6139,733.0
3034,558.0
8103,129.5
3036,205.5
6290,282.5
2603,240.5
6515,6435.0
6531,968.0
3044,518.0
2886,51.1
3491,1565.0
2376,356.0
2890,45.25
2395,690.0
3045,124.0
3624,126.0
8358,499.5
2892,39.8
2324,37.7
1802,58.8
00406A,9.59
6505,86.5
3042,184.5
1709,39.2
1301,65.0
4908,243.5
2493,192.5
009816,16.25
2379,727.0
6715,433.0
6526,691.0
8111,78.0
6451,443.5
3363,683.0
1727,106.0
6672,302.0
2221,127.5
1590,1220.0
7734,2670.0
3035,190.5
3702,114.5
2880,47.65
1326,68.1
6415,437.5
4916,105.5
5289,1315.0
6510,3520.0
8069,146.5
6620,149.0
2834,18.35
6830,563.0
2618,41.75
5475,179.0
2356,61.7
1314,8.96
3016,116.5
4904,107.0
2801,28.95
3693,704.0
00632R,9.67
6168,38.85
4971,592.0
3714,67.4
2472,216.0
6291,524.0
1216,75.0
6933,342.0
7717,600.0
6187,1250.0
6533,270.5
5351,113.5
2542,47.8
6197,320.5
1605,37.1
3163,665.0
2338,50.0
4967,277.0
6179,37.9
2377,155.0
6196,540.0
7799,504.0
7828,2125.0
0056,56.85
2351,241.5
3533,1585.0
2474,209.5
0052,63.8
4956,42.6
6831,535.0
00929,29.03
7711,570.0
5269,1495.0
6285,227.5
00991A,17.45
6218,61.6
00405A,8.87
6538,388.0
2354,65.7
6217,178.5
00411A,10.13
00878,34.83
8210,902.0
6706,149.5
00881,51.0
3094,51.7
5871,112.0
1519,721.0
00712,7.97
2486,237.5
2049,334.5
8261,177.0
3029,125.0
4919,126.5
5880,27.3
006208,251.2
4763,50.5
4938,90.3
00935,58.55
00891,36.37
2305,58.7
5536,888.0
3680,533.0
2441,123.5
6278,196.0
