# 收盤價 MD
# T:2026-09-24 09:19

## [CLOSE]
```csv
代號,收盤價
3189,947.0
2454,5340.0
2330,2475.0
6213,595.0
2408,497.0
2327,577.0
2409,34.05
6274,1495.0
2368,1115.0
3037,1155.0
8046,1210.0
2308,1910.0
3665,2360.0
6488,938.0
2303,155.5
2344,167.5
4958,475.0
3026,801.0
2449,309.5
2383,5075.0
3324,1660.0
2317,250.5
6672,332.0
3653,6245.0
3016,149.0
3374,446.5
3105,488.5
3443,8300.0
3481,49.35
6770,71.1
6182,117.0
8299,2150.0
6526,851.0
1303,225.0
8996,1500.0
0050,111.95
3711,688.0
3042,191.5
00981A,30.63
8150,107.0
3017,3475.0
3167,881.0
3293,757.0
6669,2085.0
2481,175.0
3008,6160.0
2342,49.65
3624,133.5
3529,3205.0
2492,309.5
4979,573.0
3081,2610.0
3661,3765.0
6147,212.5
6531,987.0
6426,387.5
5483,184.0
00631L,38.63
6173,309.0
6933,368.0
2345,1880.0
1727,116.0
3450,507.0
2360,2325.0
2337,116.0
1709,44.65
3605,182.5
2426,98.7
3260,375.0
3406,891.0
6805,2545.0
00403A,10.79
2464,194.5
2301,279.0
1815,117.5
8039,257.0
3707,70.9
3264,249.5
7769,5920.0
2382,336.5
00919,31.87
4770,275.0
3055,203.5
2404,1225.0
2059,12185.0
00918,33.83
2379,733.0
6446,1155.0
3094,57.5
00406A,9.9
3532,443.0
6207,120.5
3576,18.45
00685L,12.76
6861,283.5
4919,133.0
4956,46.8
6515,5860.0
3006,269.0
6693,196.5
1560,960.0
6205,75.8
6257,244.0
3231,179.5
7792,441.0
3019,134.5
1101,25.2
0056,56.1
6223,5510.0
8040,94.7
6139,727.0
2395,714.0
2351,219.0
3675,323.5
3491,1535.0
6239,287.0
3691,124.0
009828,10.0
2313,221.0
6505,87.6
6538,400.0
7856,4530.0
00991A,18.0
1809,45.35
3034,533.0
2603,240.0
4991,441.0
3533,1680.0
6199,120.0
00937B,14.11
2887,42.75
5347,171.0
6442,1505.0
6443,28.15
1326,64.4
2891,68.7
3714,68.0
6116,14.8
3680,536.0
6510,3390.0
3455,258.0
3363,632.0
2883,39.0
00878,34.88
5274,20450.0
3563,743.0
