# 收盤價 MD
# T:2026-09-24 05:26

## [CLOSE]
```csv
代號,收盤價
2330,2500.0
2409,34.7
2408,515.0
2454,5185.0
6488,950.0
3189,906.0
3037,1160.0
2327,573.0
8046,1210.0
2303,160.0
4958,473.0
2308,1900.0
3443,8385.0
8299,2215.0
2368,1140.0
3105,497.0
6182,115.5
8150,107.0
1303,227.5
2344,172.5
2383,5020.0
3081,2680.0
3481,49.6
2449,304.0
3529,3305.0
3711,693.0
6274,1460.0
3008,6190.0
3653,6410.0
2317,256.0
3017,3470.0
6770,73.1
8996,1540.0
6147,214.5
3374,472.0
3665,2340.0
5483,184.5
2345,1890.0
3264,252.0
00981A,30.65
2481,173.0
3042,198.0
6805,2600.0
3324,1595.0
0050,112.45
6213,541.0
3661,3760.0
3605,180.0
2404,1250.0
2360,2325.0
4919,134.0
2492,306.0
3167,890.0
6223,5620.0
00631L,38.99
6510,3475.0
3055,203.5
3532,445.0
6669,2105.0
5274,20280.0
3026,768.0
3016,145.5
3533,1690.0
4979,590.0
3231,180.0
6515,5995.0
1709,48.3
3450,520.0
6278,209.0
3707,70.2
1815,120.0
00403A,10.81
2059,12390.0
6257,247.0
6526,840.0
6531,987.0
2379,761.0
2464,195.0
7769,5975.0
1101,25.65
2337,119.0
2382,341.5
2221,158.5
1560,955.0
3624,134.0
6173,302.5
2301,283.5
3491,1565.0
7856,4730.0
6139,736.0
6239,286.5
5289,1305.0
3406,905.0
3006,274.0
2426,97.8
6446,1175.0
1727,116.5
4991,447.5
2881,153.0
5347,173.0
2313,224.0
8039,256.0
6456,78.6
5425,95.7
6442,1515.0
00685L,12.89
2882,111.5
00406A,9.92
3363,643.0
2542,39.55
2455,552.0
00919,32.06
3693,732.0
6187,1205.0
2887,42.95
2609,59.9
2618,42.85
3563,753.0
6861,273.0
3044,543.0
3035,204.0
3034,545.0
3094,54.3
2891,68.9
0056,56.6
2603,243.0
8028,258.0
2883,39.35
009816,16.6
2395,701.0
2484,72.9
2351,226.0
00918,34.03
7799,531.0
3260,383.0
8110,49.7
4956,43.55
2357,958.0
2885,69.6
6116,15.0
6426,391.5
2412,145.5
1301,63.1
6538,410.5
6683,1555.0
2884,45.6
5536,893.0
2615,113.5
5871,108.0
6505,87.3
3715,125.5
3675,332.0
7792,415.5
3702,114.0
00405A,9.36
6168,41.2
2886,50.0
00991A,18.0
2498,41.65
8210,892.0
1326,65.4
6672,307.0
8358,497.0
4542,331.5
2376,365.0
8021,478.0
7717,608.0
2377,151.0
1802,57.6
6196,549.0
2890,45.05
1314,9.01
4770,275.0
3036,206.0
2801,27.85
00878,35.09
0052,65.45
2356,61.0
2324,36.8
4938,91.3
00935,61.45
3045,123.0
2441,125.0
00830,88.6
3714,67.5
8069,144.0
3163,663.0
7610,1825.0
4908,210.0
3717,26.05
009828,9.85
2363,59.2
1590,1230.0
2030,27.65
5351,109.5
2610,20.45
2892,39.85
8103,123.5
00992A,18.69
3211,380.0
3014,143.0
00407A,10.12
2834,17.9
6706,144.0
00632R,9.49
8040,91.1
4971,545.0
3317,66.5
6415,426.0
8261,180.5
6834,113.5
3219,104.5
6199,122.0
6290,274.0
2302,45.75
8064,133.0
2489,41.05
3645,72.6
2493,197.0
8111,74.1
7795,490.5
1216,75.4
6693,197.0
6285,230.0
7828,1970.0
4763,46.4
3293,729.0
2472,216.5
3131,2365.0
6451,416.0
6715,459.5
2880,45.8
2342,46.35
00673R,10.94
6209,78.0
2474,209.0
2049,323.5
00409A,10.14
1595,78.5
6166,126.5
2451,284.5
4903,42.15
00891,37.7
00881,52.6
2002,18.65
6214,190.0
00927,39.89
00937B,14.29
2912,213.0
2347,94.5
5880,26.75
6533,251.0
7772,173.5
2486,232.0
6933,350.0
3706,78.6
3265,180.0
6291,493.0
00663L,112.85
6643,476.5
4576,223.5
4749,726.0
1785,96.5
2354,65.9
3680,528.0
00400A,15.57
2305,63.6
2388,70.8
3498,199.0
1605,36.65
6830,545.0
4966,564.0
1102,35.95
6919,80.6
5475,177.0
00929,29.14
5269,1480.0
00953B,9.56
1519,704.0
4904,105.5
6789,468.0
6271,228.5
7711,543.0
2353,31.55
00961,13.21
6620,130.0
6870,328.5
00988A,16.95
6727,465.0
2027,46.6
00764B,26.61
00402A,10.08
1717,71.1
4931,238.5
2467,522.0
3090,165.0
00662,125.0
6472,436.0
00715L,60.7
4768,329.0
5904,70.8
00947,40.77
3019,135.0
00713,63.65
2855,57.7
3376,176.5
4967,272.0
6691,646.0
5439,253.0
3583,691.0
5314,26.0
00982A,23.06
6217,167.5
1476,281.0
2369,31.65
00637L,19.62
6205,72.0
2634,62.5
4916,104.5
6207,114.0
8112,82.6
2340,34.35
00922,43.79
2241,43.65
00998A,16.84
7734,2580.0
2436,69.6
8227,310.0
00712,7.98
6414,371.5
1569,63.3
6197,316.5
1809,41.25
00687B,26.66
6443,27.7
006208,257.0
00675L,341.6
00679B,25.68
6640,1050.0
2371,29.0
2466,113.5
9904,24.9
6282,43.0
2421,163.0
009829,11.12
6739,1060.0
2254,86.6
4939,74.7
5434,542.0
2338,46.45
3673,64.8
8096,83.9
009820,10.48
7788,290.0
7749,402.0
2413,52.2
9945,29.55
8027,176.5
2332,20.4
6588,112.5
4977,166.5
5876,49.25
2605,37.05
2104,11.65
2375,118.0
6831,515.0
3234,170.0
3551,183.5
8033,168.5
4923,66.7
00990A,15.93
3149,63.2
2406,29.9
1513,165.5
4906,38.1
8155,347.0
00722B,34.31
6902,168.5
6179,35.1
2033,37.3
6742,55.2
6425,72.8
3141,86.4
8271,200.5
6944,731.0
3691,121.5
3023,312.0
2359,128.0
6005,32.55
4551,163.5
2812,19.15
00980A,25.51
2434,67.4
3576,17.75
00757,144.8
00646,77.6
2316,159.0
1312,14.6
2329,44.35
8042,111.5
3005,117.5
2385,104.0
1504,68.6
1528,25.65
00909,52.7
1477,192.5
6218,61.3
4927,43.75
2312,30.6
3029,118.5
6547,60.8
00795B,25.78
7750,1950.0
6548,72.0
00892,43.71
5386,282.0
3380,31.0
2478,119.5
00670L,215.2
6781,1015.0
6668,46.95
2458,129.0
3312,50.5
1773,165.0
6141,51.8
3030,264.5
4764,189.5
6530,98.7
2428,254.5
00984D,9.86
2006,85.8
00888,36.15
3455,244.0
6617,142.0
3221,50.1
8086,109.0
1402,27.9
00724B,32.6
1514,105.0
6226,42.7
00411A,10.5
3357,206.0
3596,152.0
6957,295.5
8043,131.5
4951,93.8
6949,50.3
8255,141.0
3362,170.0
3032,82.0
5443,106.0
6829,207.0
5285,92.2
1710,16.7
00708L,78.35
2889,16.8
1808,31.9
2915,60.1
6176,92.8
3033,41.6
1409,24.1
3504,78.0
00865B,48.75
4556,93.6
2606,76.7
8131,61.4
4960,22.75
00720B,31.97
6121,376.5
009805,15.15
00997A,11.6
00753L,9.01
6584,542.0
3441,177.5
6202,59.0
