# 收盤價 MD
# T:2026-08-24 07:32

## [CLOSE]
```csv
代號,收盤價
2330,2410.0
2408,528.0
3037,1085.0
2454,3790.0
2344,181.0
6213,513.0
8039,282.0
3008,5610.0
3443,5600.0
3081,2920.0
3189,811.0
1815,112.0
8358,436.0
8046,1135.0
2609,64.0
2383,5680.0
4958,441.0
2327,554.0
4979,577.0
2615,124.5
1303,192.0
3260,422.5
2603,251.5
3026,639.0
3105,373.0
2059,13385.0
6770,68.4
6274,1495.0
3665,2275.0
3450,551.0
3711,587.0
3042,190.0
2308,1750.0
6488,941.0
2303,116.5
2301,261.0
2368,965.0
3017,2865.0
8299,2075.0
3653,5395.0
2492,266.0
2317,245.5
3481,46.05
2455,406.0
2451,312.5
6187,1195.0
2345,2035.0
3441,107.0
2313,213.5
3167,725.0
2881,134.0
3231,175.5
3661,3700.0
5289,1560.0
5483,176.0
6669,6255.0
6173,212.0
6223,5465.0
3374,306.5
4991,481.0
2634,69.3
2486,243.5
3044,459.0
6182,106.0
0050,104.65
00631L,34.84
00981A,28.72
2337,122.5
6531,883.0
2891,65.0
2360,2100.0
6442,1525.0
6278,187.0
4971,588.0
2382,321.5
3293,732.0
2395,649.0
5351,123.0
2449,232.0
3006,256.5
5274,15350.0
2426,82.2
6147,156.5
2882,100.5
3532,342.5
2484,76.5
00991A,17.52
6446,1400.0
3163,783.0
2481,133.0
4967,276.0
2887,37.25
00919,30.8
8996,1090.0
7769,6405.0
6830,462.0
3491,1280.0
6451,418.0
6672,267.5
2637,102.0
00685L,11.37
2049,349.0
3211,350.5
3362,194.5
00406A,9.43
3533,1595.0
3529,2155.0
5425,88.2
4939,66.5
8271,232.5
2324,38.95
3090,165.0
2883,31.55
6505,75.8
2359,150.0
3045,115.0
2357,921.0
6805,1765.0
00632R,10.15
2885,64.0
6239,267.5
1802,57.6
2605,37.8
6515,6400.0
2409,25.6
6472,455.0
3406,652.0
2379,714.0
8021,397.0
2886,46.95
6919,113.5
3702,111.0
2489,35.65
7750,2215.0
1590,1435.0
1402,30.35
2912,223.5
1301,59.4
1216,77.5
8111,65.0
1326,60.1
3363,600.0
2606,72.6
2618,42.6
2376,339.5
2851,47.1
2892,33.65
5871,115.5
3324,969.0
5608,18.75
6426,241.0
7610,1685.0
2464,179.0
00403A,9.92
8210,944.0
4977,150.5
6683,1070.0
1101,24.85
8150,86.7
6715,448.0
6415,445.5
2478,123.5
8112,93.5
2404,1060.0
6257,198.5
00881,48.59
2356,65.7
2884,38.0
6538,196.5
8069,160.5
6510,2650.0
1519,723.0
3034,530.0
7711,461.5
2412,136.5
3624,87.8
2377,141.5
009816,15.25
4938,88.6
2880,39.6
0056,52.4
3036,206.0
5536,880.0
00405A,8.34
8103,94.0
7734,2855.0
5284,334.5
6139,762.0
5347,151.5
4931,280.0
5439,239.5
2002,19.45
00687B,27.19
5904,74.5
1102,34.95
2610,20.4
2542,48.8
2428,253.5
6691,593.0
4973,159.0
6831,574.0
6196,490.5
1504,72.1
3605,108.5
3234,151.0
3264,203.0
00878,32.38
00400A,14.46
0052,60.85
3135,170.5
6214,179.5
6285,235.5
1727,90.2
1709,33.3
1560,679.0
9921,107.5
6207,103.5
6588,107.5
1708,51.4
1605,37.3
1717,71.6
3131,2310.0
2027,50.3
2467,560.0
2351,183.0
2834,16.55
00708L,86.75
2890,39.6
4904,102.5
00663L,99.5
8086,110.5
3673,63.3
8261,177.5
3706,90.0
00715L,53.15
6727,443.0
6456,68.0
6265,59.5
00673R,12.03
00982A,21.39
4764,219.0
00929,28.33
3714,57.3
6409,995.0
00738U,55.0
6271,192.5
1314,8.23
3583,704.0
00937B,14.3
8932,106.0
00992A,17.51
8043,139.0
00679B,25.84
9904,25.0
3680,471.0
2466,104.0
6414,395.0
6664,364.5
7751,1730.0
6640,1045.0
6547,55.7
3221,48.85
5880,25.05
00918,33.87
3016,98.4
2474,203.5
1795,196.5
5386,236.0
00988A,16.39
