# 收盤價 MD
# T:2026-09-18 05:17

## [CLOSE]
```csv
代號,收盤價
2330,2425.0
2303,147.5
6274,1320.0
2454,4500.0
2383,4695.0
3105,471.0
1303,236.0
2408,488.0
2344,170.0
6213,495.0
2308,1685.0
2455,534.0
3037,940.0
6147,209.5
3443,6500.0
8358,478.5
2368,950.0
3189,805.0
3008,6020.0
4958,476.0
2327,529.0
3081,2720.0
2409,30.0
2481,163.0
3406,965.0
6669,2135.0
3026,760.0
3661,3295.0
3441,192.5
3017,3185.0
6488,912.0
3324,1385.0
8046,1065.0
3450,525.0
6770,71.2
6173,303.5
2345,1800.0
00918,36.25
3481,48.5
00631L,36.41
2313,218.5
6182,110.5
2317,250.5
3711,614.0
2492,297.0
3665,2010.0
7769,6135.0
2426,96.0
1815,112.0
3605,140.0
3231,186.5
8039,257.0
3374,429.0
2382,344.0
00981A,28.13
2489,43.2
2059,12295.0
3264,244.5
8299,1970.0
0050,108.05
5347,165.5
3653,5355.0
8021,450.0
00406A,9.31
6257,222.5
3532,441.5
6223,5500.0
2449,265.0
3036,204.0
3167,817.0
6239,274.5
6683,1575.0
2337,116.5
5483,182.0
6442,1510.0
6505,86.2
5274,18275.0
2357,948.0
00685L,11.98
3006,278.5
3491,1485.0
6672,293.5
00919,32.11
2338,48.8
3529,2710.0
2301,278.0
6531,920.0
2887,44.05
3016,115.5
3363,655.0
6515,6120.0
2891,71.2
6446,1195.0
6291,517.0
3624,118.0
2360,2085.0
4908,238.0
2609,62.0
1560,815.0
6715,394.0
6805,2090.0
3044,502.0
2615,120.5
2882,112.0
2884,47.3
2412,145.0
2379,715.0
8028,244.0
3042,178.5
6510,3200.0
2881,151.5
2603,242.5
3693,697.0
2395,686.0
7717,579.0
6451,419.0
6706,145.0
2883,39.65
00403A,10.01
4971,555.0
8996,1300.0
2376,355.0
2354,66.3
2801,29.6
4991,431.0
1301,64.6
2890,45.95
1326,68.6
2885,69.0
1709,42.95
1727,105.0
3293,725.0
7610,1770.0
1590,1245.0
0056,56.3
6187,1210.0
2464,179.5
6139,696.0
3260,395.0
6218,56.0
1802,58.5
8103,132.0
5425,92.6
00632R,9.84
8150,86.7
5475,171.5
3702,111.0
3533,1555.0
7799,502.0
5269,1480.0
3034,545.0
009816,16.04
6290,266.0
2834,18.75
1314,8.96
2892,40.75
2886,51.9
5289,1260.0
7734,2580.0
00712,8.02
3714,65.5
00991A,16.96
6168,35.35
3680,527.0
3455,246.0
4977,173.0
3163,652.0
7795,483.0
2221,116.0
6933,345.5
6226,43.85
6271,225.0
2324,37.4
5904,72.6
2377,153.0
2413,53.1
00878,34.73
2371,29.7
2351,238.0
2399,49.0
8111,73.5
6207,113.5
2049,336.0
6285,226.5
3211,360.5
8227,258.0
6588,118.5
009828,9.18
5351,106.0
2493,206.5
5314,27.75
6830,512.0
3675,284.0
00929,28.56
8064,130.0
3045,124.0
00937B,14.21
8069,145.5
4904,106.5
8210,891.0
6727,470.5
0052,62.7
3131,2395.0
2486,229.0
4931,233.0
2880,47.9
6227,137.5
3234,177.0
4938,90.4
3498,184.5
7828,1935.0
1785,96.0
6834,101.5
1216,75.5
2618,42.05
2404,1030.0
2441,118.5
2353,32.4
00881,49.81
3035,179.0
00663L,104.8
4939,77.6
00992A,17.52
6209,78.0
6415,411.0
1101,24.45
6179,41.45
5880,27.55
2542,46.85
3094,47.0
2812,19.5
3706,80.5
00405A,8.43
2605,37.15
6530,99.7
2484,70.3
6533,251.5
2451,277.0
4979,556.0
2474,208.5
3141,94.4
3362,175.0
00927,37.6
2027,47.1
00935,56.55
3715,118.5
00891,35.41
4966,556.0
3029,116.0
6861,209.0
3090,160.0
2467,519.0
6217,162.5
4916,103.0
8027,173.0
4967,271.0
6617,143.0
2634,63.9
3707,61.9
2356,61.5
6426,363.0
1717,71.3
8271,204.0
6197,304.5
5386,283.5
2359,131.0
3149,62.0
2302,44.2
00400A,14.57
3376,175.5
1519,705.0
6196,516.0
2468,41.7
00708L,76.7
00679B,25.52
8042,110.5
3583,688.0
00673R,10.15
2305,54.3
8110,43.1
5871,112.0
6199,105.0
3005,118.0
2637,102.0
4763,47.7
6640,1120.0
6278,184.0
6414,371.5
00988A,15.97
1605,37.15
2421,162.0
8261,169.0
6133,26.05
2006,82.5
8112,82.8
4956,38.75
7711,565.0
00953B,9.58
1409,24.8
00940,12.99
8086,108.0
9904,24.8
6643,438.0
8033,168.0
2472,208.5
00830,80.45
2002,18.7
4764,203.5
8096,88.2
7788,287.0
6472,425.0
4915,63.9
00675L,317.7
6620,147.0
1504,70.9
5439,238.5
6789,433.5
5443,108.0
9945,28.95
3019,136.5
5434,530.0
5536,825.0
1528,24.1
1513,165.0
4576,231.5
5876,49.95
1102,35.3
4770,242.0
6538,353.0
00713,64.95
006208,247.4
00687B,26.54
00888,34.58
4961,181.0
6691,610.0
2889,17.3
6190,68.4
1402,28.1
6739,1080.0
6214,193.0
00982A,22.15
2316,155.5
00407A,9.35
8436,104.0
6116,13.95
4749,740.0
00922,41.96
4927,43.4
1312,14.95
3563,659.0
2610,20.35
2363,52.9
1476,284.0
6949,54.4
2606,77.0
3055,161.0
6526,629.0
3490,45.35
2388,69.7
2369,30.3
6548,72.6
6693,180.5
2385,105.5
00715L,69.0
6121,374.0
1708,51.1
1477,194.0
1718,10.9
00637L,19.25
6781,996.0
3138,104.5
6945,124.0
2478,118.0
2103,28.2
6919,82.9
8431,64.8
3265,168.0
4542,278.5
3718,64.1
5464,90.1
2436,67.6
3467,73.5
00961,13.31
3580,94.6
6782,249.0
6148,36.25
2375,117.5
00998A,17.3
2312,31.0
2855,52.5
6491,401.0
1710,16.65
6005,31.3
6206,141.5
5340,81.5
2912,217.5
4919,115.0
2367,40.65
00662,119.2
6957,274.0
2347,89.5
3229,58.6
5285,88.7
2851,47.0
3413,281.0
2352,29.0
6409,877.0
3022,88.9
6603,27.9
7750,1900.0
4989,59.9
6269,63.7
6831,525.0
3023,317.0
1714,16.05
3339,44.95
00411A,9.91
2915,58.6
00896,26.63
5469,73.0
6112,48.75
00795B,25.64
6584,551.0
00900,19.77
00892,41.43
9958,91.9
00738U,50.3
3673,63.8
8155,317.5
2428,254.5
5388,73.9
2515,12.05
6456,65.1
3066,28.3
6176,93.4
6944,686.0
00865B,48.95
1503,197.5
6416,119.0
3147,232.5
00635U,44.29
1711,39.6
2061,52.4
6668,44.8
4722,183.0
8043,130.0
6224,86.5
8422,25.85
6547,60.7
6605,136.0
4540,59.0
6023,88.0
00859B,40.69
6937,291.0
00409A,9.53
2207,532.0
2254,75.2
6449,211.5
1795,180.0
6282,42.75
6016,22.9
009826,10.0
2439,79.3
00980A,24.05
6840,101.5
2485,39.35
3227,182.5
3014,133.5
2645,172.5
00990A,14.89
00947,37.1
00757,139.4
009829,10.4
7822,850.0
00665L,8.77
2458,129.0
8926,58.8
00724B,32.46
9921,90.0
