# 收盤價 MD
# T:2026-09-01 08:37

## [CLOSE]
```csv
代號,收盤價
2408,543.0
2330,2405.0
2344,182.5
1303,242.5
2327,545.0
8299,2165.0
2303,129.0
8358,540.0
2454,3925.0
3008,7650.0
3189,819.0
8046,1230.0
4958,500.0
3105,447.5
2368,1165.0
3711,584.0
3374,422.5
3529,2400.0
2492,295.0
3293,730.0
2313,248.5
2308,1840.0
2455,477.0
6770,73.0
3017,3425.0
3081,3530.0
6446,1395.0
2059,14180.0
3481,49.85
2609,59.5
8039,327.0
3026,742.0
3450,646.0
1101,24.4
6669,7095.0
2834,16.95
3443,6100.0
3406,1005.0
3324,1250.0
2383,5485.0
1815,126.5
6274,1435.0
6488,912.0
3653,5990.0
6213,548.0
2449,257.0
2317,250.0
2426,97.8
2345,2035.0
2301,305.0
3661,4075.0
7769,5860.0
6919,94.8
6173,246.0
3231,178.0
00981A,29.4
2887,38.55
0050,106.25
3006,292.5
2882,110.5
3665,2170.0
6805,2305.0
00631L,35.82
6223,5130.0
5274,16065.0
6442,1630.0
2382,338.5
3605,139.0
3363,747.0
2357,999.0
1326,68.3
2881,144.0
2615,114.0
2337,126.0
2360,1960.0
1717,82.5
2409,26.65
6239,277.0
00406A,9.67
1301,66.2
8996,1175.0
8021,435.0
3037,999.0
2489,42.2
2421,179.5
6147,175.5
2885,65.4
6187,1345.0
2883,33.85
3491,1380.0
3167,794.0
2481,151.0
4931,259.0
4991,539.0
2892,35.3
6182,105.5
0056,54.6
6269,74.9
2884,39.75
3034,540.0
2464,180.0
4939,89.2
5483,178.0
3533,1690.0
2377,155.0
00685L,11.82
6584,629.0
6510,2845.0
2890,41.1
2891,64.7
2603,233.5
6257,208.5
00919,31.96
3042,185.5
3044,496.5
00991A,17.95
2376,358.0
2395,677.0
2324,40.35
5289,1450.0
00403A,10.22
7751,1615.0
6531,927.0
6139,755.0
2412,136.0
2379,721.0
6226,31.6
5347,151.5
2880,41.35
5439,267.5
8069,156.5
3260,413.5
4908,209.0
4938,91.1
6515,6285.0
5475,204.5
6415,412.5
3211,386.5
1802,60.8
3131,2410.0
7788,316.0
5871,117.0
1312,15.55
6451,456.0
3090,175.0
1519,729.0
2886,48.55
6209,79.5
3532,379.0
3376,214.0
00632R,9.95
6285,244.0
2404,1060.0
009816,15.56
5351,118.0
2356,66.7
3715,120.5
8150,89.1
6290,253.5
3264,228.0
2351,232.5
6505,73.5
4979,609.0
00878,33.18
2634,66.9
6727,524.0
5880,25.55
1216,76.2
3702,99.6
3583,724.0
00708L,82.7
3045,116.0
