# 收盤價 MD
# T:2026-08-27 12:29

## [CLOSE]
```csv
代號,收盤價
2408,546.0
1303,227.5
2330,2425.0
3189,910.0
3037,1170.0
2344,186.0
2327,551.0
2303,119.5
3081,3290.0
3008,6915.0
6213,560.0
3105,445.5
4979,615.0
3017,3305.0
3443,5985.0
2313,244.0
2454,3880.0
2383,5530.0
2308,1780.0
6223,5075.0
4958,472.0
6147,189.0
6274,1440.0
8358,452.0
8046,1295.0
3653,5645.0
6805,2200.0
2317,251.5
3450,576.0
8039,352.5
8996,1310.0
2426,95.6
3231,180.5
6669,6840.0
1815,116.0
2492,281.0
6239,277.0
3374,351.0
6488,959.0
2634,70.3
3363,703.0
3406,834.0
6187,1430.0
3211,396.0
6770,70.1
8299,2160.0
2301,302.5
0050,106.4
00631L,36.17
2368,1030.0
8033,199.0
3665,2055.0
3481,46.35
3026,675.0
6446,1605.0
3441,137.5
3163,774.0
2481,147.0
2337,127.5
4991,538.0
6451,453.5
2351,236.5
3661,3895.0
2615,112.5
6442,1595.0
6182,109.5
2345,2085.0
3711,604.0
2603,229.0
2059,14200.0
3324,1065.0
5274,15400.0
6278,205.5
5425,96.7
3376,212.0
3532,394.0
00981A,29.52
3006,276.5
1519,760.0
3491,1430.0
2382,334.0
2360,1985.0
1301,63.1
3042,190.5
2609,57.6
2464,211.0
6531,924.0
00685L,11.9
3167,740.0
6515,6095.0
4931,262.0
1717,76.2
6173,217.5
2449,247.0
00403A,10.24
2324,39.7
2881,142.0
4908,195.5
5475,199.0
6415,469.0
7769,6400.0
1326,62.6
3131,2470.0
2354,64.4
3260,416.0
2421,160.5
6285,246.5
3702,101.5
6209,76.4
0056,53.85
2489,40.15
5483,182.0
4939,86.6
6139,793.0
2455,431.0
4977,173.0
8021,416.5
00632R,9.91
1802,59.0
6290,251.0
6830,521.0
00406A,9.71
1605,39.1
00919,31.35
5289,1480.0
3293,704.0
3605,118.0
2484,77.3
5347,151.0
3529,2650.0
2645,181.0
6789,463.5
6547,61.3
2882,103.5
2404,1075.0
6269,72.9
6781,1140.0
6727,520.0
8210,967.0
5439,261.0
2357,971.0
00991A,18.17
6505,72.7
3090,168.5
009816,15.54
1590,1480.0
3034,553.0
4967,276.5
3264,219.0
2395,679.0
2409,25.45
3036,194.5
8150,90.4
7751,1985.0
6271,209.5
5351,116.5
8103,113.0
7750,2405.0
1504,73.5
2049,360.5
2377,144.5
7788,290.0
3504,94.1
2379,738.0
2887,37.3
2371,29.15
2359,148.5
2376,346.0
6426,259.0
2486,256.0
00992A,18.4
1513,170.5
2891,63.9
8932,104.5
6226,30.95
2618,42.65
6510,2755.0
7795,542.0
6672,280.5
1711,43.55
3714,63.2
1709,34.3
6257,205.0
7734,2935.0
6217,177.5
2883,32.25
3019,139.0
8271,235.0
00881,49.77
3533,1635.0
2886,46.2
3044,482.5
8261,186.0
6683,1245.0
2451,300.0
2375,130.0
0052,62.15
8155,361.0
2356,65.8
2606,73.3
2892,33.35
2801,24.8
3045,115.0
3455,247.5
6207,110.0
8069,160.0
7402,118.0
2885,63.5
00878,32.82
2478,126.5
1503,209.0
00663L,104.35
1727,95.1
3583,748.0
2027,48.8
6831,603.0
8043,143.0
2467,578.0
4989,66.2
6753,145.5
2367,45.55
2610,20.75
3624,91.8
6116,14.8
00929,29.11
8086,117.5
2637,93.9
2630,53.1
2884,38.4
2889,16.15
1101,24.15
00712,8.75
6291,418.5
3055,125.0
00405A,8.68
6829,243.0
2412,136.0
00407A,9.78
4576,216.5
2441,115.0
00830,83.7
2385,107.5
8027,181.0
3234,181.0
00937B,14.42
6472,446.5
2890,39.55
5269,1470.0
3715,116.5
6449,230.5
8111,64.9
00400A,14.84
3706,91.9
4927,40.7
2436,66.7
4749,777.0
6538,218.5
00982A,22.36
8112,92.4
7610,1610.0
6214,182.0
00922,41.25
3362,203.0
8042,104.5
2472,228.5
5871,114.5
6456,71.6
6640,1070.0
4906,37.15
8028,247.5
1608,38.05
6141,54.4
2392,46.9
1216,76.7
3693,555.0
5328,62.3
2465,95.7
00708L,89.85
3680,489.0
8096,110.0
7777,41.85
6533,268.0
5904,74.3
7828,1640.0
6409,1050.0
5471,61.3
00988A,16.58
00953B,9.66
3135,183.5
4916,104.0
3265,177.0
006208,244.0
4764,228.5
00935,57.35
7711,486.5
4966,590.0
2474,207.0
4541,68.5
009829,10.57
2428,250.0
6691,626.0
6196,494.0
1609,38.1
6919,104.5
3388,94.4
6197,308.0
2009,41.95
4540,61.6
6706,124.0
4976,39.2
4971,556.0
5340,80.9
3490,54.5
1785,103.0
00927,36.36
6138,296.0
4551,167.0
2493,185.5
3149,67.3
00918,34.14
6168,29.75
2485,44.6
3689,116.0
1409,24.65
3673,67.9
00679B,26.03
2834,16.45
1514,105.0
00637L,20.05
1314,8.16
1560,689.0
3035,177.0
1810,26.05
2491,51.3
2880,39.5
2476,126.5
3016,100.0
2439,78.4
4938,89.3
1597,147.5
5291,66.0
5536,854.0
2002,19.1
1515,35.7
4904,101.0
00411A,9.85
2605,34.55
00713,61.7
00675L,316.0
00984D,10.04
6548,74.3
6414,396.0
00891,34.38
3543,49.6
6739,1095.0
6617,127.0
4919,121.5
2316,161.5
6588,110.0
3162,71.3
3357,216.5
00715L,47.12
4772,266.0
6526,612.0
9904,24.85
6530,88.8
2353,31.25
8383,68.4
6715,356.0
6584,607.0
5880,25.0
2305,29.8
6176,95.8
00687B,27.37
6913,158.0
3030,296.0
3563,693.0
1402,28.2
1476,314.0
6834,92.1
3305,112.5
4739,88.9
2355,44.45
1795,194.5
4763,46.0
7799,388.0
6282,45.3
00947,37.86
7822,959.0
2340,34.35
6670,279.0
5309,55.0
6227,125.0
8064,103.5
2466,106.5
2103,27.75
4912,97.6
6613,267.0
6782,243.0
6477,38.3
00751B,30.65
9941,87.0
5392,47.45
2374,69.4
5608,16.65
2328,46.85
00410A,12.01
6265,58.5
00990A,15.61
1316,11.75
7714,181.0
6121,410.5
1714,16.7
2399,47.0
3675,280.0
2332,20.35
00735,103.8
5434,532.0
3023,322.5
00865B,48.7
2812,18.95
00720B,32.09
2312,31.85
2458,139.5
6435,263.5
1102,35.0
6907,187.5
4510,46.15
2845,13.45
00635U,47.82
4973,155.0
1477,199.5
00980A,24.7
00662,120.1
3152,254.0
6005,31.2
3413,288.0
3596,161.5
3005,116.0
2347,86.9
8227,160.5
00940,12.69
00900,19.08
00961,13.17
9914,84.4
00892,40.18
3049,12.75
6643,445.5
6933,236.5
2855,48.0
6525,142.0
4303,42.1
2612,61.4
5388,78.0
6517,74.1
2302,44.0
6190,69.4
2542,47.75
00646,77.05
8016,298.5
9958,94.4
00725B,34.16
4956,36.05
5285,82.5
2915,58.5
3339,41.7
8110,46.05
4722,214.0
4707,32.75
4768,332.0
