# 收盤價 MD
# T:2026-09-22 05:56

## [CLOSE]
```csv
代號,收盤價
2454,5010.0
2330,2480.0
2308,1875.0
2409,33.35
2303,157.0
3443,7615.0
3189,827.0
2408,516.0
3037,1020.0
2449,301.5
6274,1435.0
2327,557.0
3481,50.4
8046,1060.0
2344,174.0
0050,111.35
3008,6400.0
1303,239.5
3105,490.5
2383,4895.0
3711,663.0
4958,470.0
3665,2300.0
6213,542.0
8299,2150.0
6147,224.0
7769,6000.0
4979,618.0
2455,572.0
2360,2375.0
3605,169.0
00631L,38.45
1815,121.0
6239,292.5
3264,284.0
3081,2875.0
2368,1045.0
6257,250.5
2492,308.5
3406,952.0
6770,72.7
3026,791.0
2059,12800.0
8150,103.0
6515,5795.0
6488,931.0
2345,1840.0
6669,2150.0
3324,1520.0
3661,3665.0
6805,2415.0
3017,3415.0
6223,5495.0
3653,5790.0
6182,115.0
2313,222.0
1560,914.0
6510,3485.0
3450,545.0
2301,288.5
3624,132.5
3374,443.0
00981A,29.57
2376,368.0
6173,308.0
2317,250.0
4991,498.0
00403A,10.49
5314,29.05
3231,186.5
8021,466.0
6683,1675.0
3211,387.5
2481,168.0
3006,285.0
00685L,12.71
8028,257.5
2337,120.0
6446,1150.0
8111,80.6
8996,1505.0
2382,344.5
5347,172.0
4919,125.5
5274,19820.0
6442,1525.0
3529,2830.0
3167,806.0
8039,265.0
2887,43.8
6715,451.5
6706,164.0
8064,138.0
2881,154.5
00919,32.27
2404,1130.0
2883,40.45
00406A,9.7
2426,99.8
2379,740.0
5483,186.5
00918,34.19
6526,724.0
3491,1520.0
009816,16.47
2489,43.0
2357,946.0
2464,192.5
3714,68.8
6187,1235.0
3260,389.0
2882,113.0
6531,948.0
3532,440.0
2615,117.0
8110,52.1
3034,548.0
3016,120.5
2603,242.0
2891,70.4
3363,661.0
6672,310.0
5289,1295.0
6830,553.0
2395,706.0
6834,115.0
2609,61.1
2413,54.0
6505,88.5
2412,144.5
00632R,9.55
4956,46.85
2468,46.55
0052,64.55
7610,1890.0
0056,57.15
1709,43.1
3533,1590.0
6139,718.0
1802,60.1
3036,206.5
1590,1240.0
2884,46.2
8358,491.5
8103,128.5
6538,426.5
3680,548.0
6861,246.0
5351,109.5
2324,37.6
4931,239.5
4908,232.0
6426,374.0
00712,7.87
6207,117.0
00878,35.11
6217,175.5
6668,50.3
3044,524.0
00881,51.8
3131,2465.0
6199,114.5
5871,110.5
4971,581.0
00991A,17.53
2885,70.4
6290,281.0
6456,71.9
2377,153.0
2441,127.5
4763,49.65
00935,59.9
6620,137.5
8210,900.0
6116,14.8
2890,45.7
7717,592.0
2363,59.0
3702,114.0
2542,46.45
1301,65.2
3035,191.0
1314,9.18
6415,427.5
3055,188.0
3045,124.5
2493,183.0
1727,103.0
3293,724.0
3163,667.0
8069,144.5
6285,234.0
2486,234.5
